id,sku,name,description,current_price,current_stock,status,creation_date,last_update
1109,AUD-PHI-01109-P130,Philips Bocina portátil Ultra P130 Mini,"Bocina portátil Philips, modelo P130, versión Mini, acabado blanco; característica principal: IP67. Producto para uso doméstico, académico o profesional según la categoría.",8680,39,1,11/10/2023 15:29,06/08/2026 09:25
1110,ALM-WES-01110-H912,Western Digital Memoria USB Essential H912 64 GB,"Memoria USB Western Digital, modelo H912, versión 64 GB, acabado plata; característica principal: compacta. Producto para uso doméstico, académico o profesional según la categoría.",4230,57,1,08/02/2025 08:09,04/03/2026 21:11
1111,HOG-BLA-01111-P479,Black+Decker Licuadora Smart P479 1.25 L,"Licuadora Black+Decker, modelo P479, versión 1.25 L, acabado gris; característica principal: alta potencia. Producto para uso doméstico, académico o profesional según la categoría.",6439.9,41,1,10/03/2026 16:10,14/08/2026 13:17
1112,HOG-HAM-01112-X423,Hamilton Beach Cafetera Connect X423 12 tazas,"Cafetera Hamilton Beach, modelo X423, versión 12 tazas, acabado negro; característica principal: filtro permanente. Producto para uso doméstico, académico o profesional según la categoría.",3630,65,1,24/07/2025 01:29,29/05/2026 17:15
1113,RED-UBI-01113-J663,Ubiquiti Switch de red Prime J663 16 puertos,"Switch de red Ubiquiti, modelo J663, versión 16 puertos, acabado azul; característica principal: Gigabit. Producto para uso doméstico, académico o profesional según la categoría.",3640,35,1,28/03/2024 01:22,15/11/2024 01:00
1114,OFI-CAN-01114-T604,Canon Impresora multifuncional Pro T604 Ink,"Impresora multifuncional Canon, modelo T604, versión Ink, acabado plata; característica principal: Wi-Fi. Producto para uso doméstico, académico o profesional según la categoría.",1279.9,89,1,25/02/2025 08:07,07/05/2025 02:19
1115,AUD-LOG-01115-G132,Logitech Barra de sonido Plus G132 3.1,"Barra de sonido Logitech, modelo G132, versión 3.1, acabado gris; característica principal: HDMI ARC. Producto para uso doméstico, académico o profesional según la categoría.",4810,33,1,21/12/2024 10:35,10/04/2025 06:05
1116,AUD-LOG-01116-E499,Logitech Audífonos inalámbricos Ultra E499 Max,"Audífonos inalámbricos Logitech, modelo E499, versión Max, acabado negro; característica principal: ANC. Producto para uso doméstico, académico o profesional según la categoría.",5150,43,1,23/03/2023 00:54,05/04/2024 02:24
1117,AUD-SON-01117-M497,Sony Bocina portátil Pro M497 Pro,"Bocina portátil Sony, modelo M497, versión Pro, acabado blanco; característica principal: Stereo. Producto para uso doméstico, académico o profesional según la categoría.",11949.9,4,0,16/03/2022 16:19,06/02/2026 03:20
1118,ENE-DUR-01118-F249,Duracell No-break UPS Connect F249 1500 VA,"No-break UPS Duracell, modelo F249, versión 1500 VA, acabado negro; característica principal: protección contra sobretensión. Producto para uso doméstico, académico o profesional según la categoría.",4180,20,1,30/12/2024 20:13,07/10/2025 13:27
1119,ELE-DEL-01119-L941,Dell Tablet Max L941 8,"Tablet Dell, modelo L941, versión 8, acabado plata; característica principal: Wi-Fi. Producto para uso doméstico, académico o profesional según la categoría.",17770,58,1,25/11/2023 04:04,24/04/2026 06:03
1120,RED-NET-01120-H591,Netgear Punto de acceso Max H591 Pro,"Punto de acceso Netgear, modelo H591, versión Pro, acabado gris; característica principal: PoE. Producto para uso doméstico, académico o profesional según la categoría.",1990,24,1,11/04/2022 07:31,06/10/2025 15:28
1121,ENE-KOB-01121-P496,Koblenz No-break UPS Plus P496 1000 VA,"No-break UPS Koblenz, modelo P496, versión 1000 VA, acabado blanco; característica principal: USB. Producto para uso doméstico, académico o profesional según la categoría.",4850,56,1,26/11/2021 02:04,28/10/2024 08:51
1122,ACC-BEL-01122-P645,Belkin Hub USB-C Max P645 9 en 1,"Hub USB-C Belkin, modelo P645, versión 9 en 1, acabado blanco; característica principal: HDMI. Producto para uso doméstico, académico o profesional según la categoría.",1860,40,1,22/01/2026 04:23,12/03/2026 02:19
1123,ENE-TRI-01123-Q220,Tripp Lite Regulador de voltaje Prime Q220 1500 VA,"Regulador de voltaje Tripp Lite, modelo Q220, versión 1500 VA, acabado gris; característica principal: supresor de picos. Producto para uso doméstico, académico o profesional según la categoría.",2250,37,1,04/10/2023 21:52,10/02/2025 21:40
1124,ELE-SAM-01124-K228,Samsung Monitor LED Select K228 27,"Monitor LED Samsung, modelo K228, versión 27, acabado negro; característica principal: 4K UHD. Producto para uso doméstico, académico o profesional según la categoría.",8320,3,1,19/12/2025 04:00,05/06/2026 00:49
1125,ENE-CYB-01125-U418,CyberPower Multicontacto Smart U418 10 salidas,"Multicontacto CyberPower, modelo U418, versión 10 salidas, acabado azul; característica principal: supresor de picos. Producto para uso doméstico, académico o profesional según la categoría.",6430,18,1,18/02/2022 03:05,27/06/2026 23:28
1126,OFI-EPS-01126-L879,Epson Teclado Essential L879 Compact,"Teclado Epson, modelo L879, versión Compact, acabado negro; característica principal: silencioso. Producto para uso doméstico, académico o profesional según la categoría.",9800,83,1,30/09/2025 20:57,10/08/2026 18:46
1127,RED-TEN-01127-D640,Tenda Punto de acceso Essential D640 AX,"Punto de acceso Tenda, modelo D640, versión AX, acabado plata; característica principal: montaje en techo. Producto para uso doméstico, académico o profesional según la categoría.",3820,73,1,31/12/2021 09:21,30/09/2025 19:41
1128,MOV-OPP-01128-Z211,OPPO Batería portátil Advance Z211 25000 mAh,"Batería portátil OPPO, modelo Z211, versión 25000 mAh, acabado plata; característica principal: USB-C. Producto para uso doméstico, académico o profesional según la categoría.",8020,19,1,13/04/2023 09:59,01/10/2025 03:09
1129,ALM-SAN-01129-B263,SanDisk Tarjeta microSD Advance B263 64 GB,"Tarjeta microSD SanDisk, modelo B263, versión 64 GB, acabado plata; característica principal: A2. Producto para uso doméstico, académico o profesional según la categoría.",3320,0,0,17/02/2022 17:18,29/07/2025 18:36
1130,GAM-LOG-01130-R731,Logitech G Mouse gaming Ultra R731 Pro,"Mouse gaming Logitech G, modelo R731, versión Pro, acabado azul; característica principal: sensor óptico. Producto para uso doméstico, académico o profesional según la categoría.",849.9,23,1,15/03/2025 15:12,16/05/2026 03:32
1131,OFI-BRO-01131-A848,Brother Teclado Essential A848 Office,"Teclado Brother, modelo A848, versión Office, acabado azul; característica principal: silencioso. Producto para uso doméstico, académico o profesional según la categoría.",7460,73,1,16/03/2023 19:45,06/10/2025 17:17
1132,ALM-KIN-01132-X439,Kingston Memoria USB Smart X439 32 GB,"Memoria USB Kingston, modelo X439, versión 32 GB, acabado azul; característica principal: USB 3.2. Producto para uso doméstico, académico o profesional según la categoría.",5580,84,1,12/12/2024 21:11,13/09/2026 07:25
1133,ACC-ANK-01133-Q776,Anker Hub USB-C Ultra Q776 7 en 1,"Hub USB-C Anker, modelo Q776, versión 7 en 1, acabado blanco; característica principal: HDMI. Producto para uso doméstico, académico o profesional según la categoría.",950,22,1,22/09/2021 06:48,26/03/2026 22:48
1134,ENE-DUR-01134-H860,Duracell Multicontacto Connect H860 10 salidas,"Multicontacto Duracell, modelo H860, versión 10 salidas, acabado blanco; característica principal: supresor de picos. Producto para uso doméstico, académico o profesional según la categoría.",330,58,1,29/03/2021 07:34,15/06/2023 02:21
1135,GAM-HYP-01135-L811,HyperX Headset gaming Prime L811 Pro,"Headset gaming HyperX, modelo L811, versión Pro, acabado negro; característica principal: RGB. Producto para uso doméstico, académico o profesional según la categoría.",770,32,1,23/12/2024 00:33,29/01/2026 15:31
1136,HOG-OST-01136-K864,Oster Aspiradora Advance K864 Cyclone,"Aspiradora Oster, modelo K864, versión Cyclone, acabado azul; característica principal: sin bolsa. Producto para uso doméstico, académico o profesional según la categoría.",3860,105,1,20/08/2024 22:49,22/05/2026 22:16
1137,HOG-MAB-01137-W986,Mabe Licuadora Advance W986 1.25 L,"Licuadora Mabe, modelo W986, versión 1.25 L, acabado plata; característica principal: vidrio. Producto para uso doméstico, académico o profesional según la categoría.",8210,0,1,21/07/2026 20:01,05/09/2026 22:53
1138,AUD-SON-01138-G422,Sony Bocina portátil Plus G422 Go,"Bocina portátil Sony, modelo G422, versión Go, acabado blanco; característica principal: Stereo. Producto para uso doméstico, académico o profesional según la categoría.",3790,14,1,09/07/2022 03:44,10/08/2023 22:03
1139,MOV-XIA-01139-F606,Xiaomi Smartphone Advance F606 128 GB,"Smartphone Xiaomi, modelo F606, versión 128 GB, acabado gris; característica principal: cámara múltiple. Producto para uso doméstico, académico o profesional según la categoría.",27660,74,1,11/02/2026 10:57,31/07/2026 12:16
1140,HOG-TAU-01140-T583,Taurus Aspiradora Ultra T583 Cyclone,"Aspiradora Taurus, modelo T583, versión Cyclone, acabado negro; característica principal: filtro HEPA. Producto para uso doméstico, académico o profesional según la categoría.",4880,0,1,01/09/2023 16:28,21/04/2025 01:06
1141,MOV-SAM-01141-A632,Samsung Smartwatch Advance A632 Fit,"Smartwatch Samsung, modelo A632, versión Fit, acabado gris; característica principal: monitor de actividad. Producto para uso doméstico, académico o profesional según la categoría.",14880,64,1,23/12/2021 04:52,12/07/2025 09:06
1142,ALM-WES-01142-Q255,Western Digital Tarjeta microSD Advance Q255 128 GB,"Tarjeta microSD Western Digital, modelo Q255, versión 128 GB, acabado gris; característica principal: V30. Producto para uso doméstico, académico o profesional según la categoría.",3740,0,1,02/05/2026 11:56,20/09/2026 02:39
1143,AUD-SON-01143-U599,Sony Bocina portátil Smart U599 Mini,"Bocina portátil Sony, modelo U599, versión Mini, acabado plata; característica principal: Bluetooth. Producto para uso doméstico, académico o profesional según la categoría.",3119.9,47,1,13/07/2021 06:23,14/10/2021 20:44
1144,AUD-BOS-01144-B394,Bose Bocina portátil Plus B394 Plus,"Bocina portátil Bose, modelo B394, versión Plus, acabado gris; característica principal: Bluetooth. Producto para uso doméstico, académico o profesional según la categoría.",3810,71,1,20/07/2025 07:32,10/01/2026 02:39
1145,MOV-SAM-01145-P120,Samsung Batería portátil Advance P120 25000 mAh,"Batería portátil Samsung, modelo P120, versión 25000 mAh, acabado gris; característica principal: USB-C. Producto para uso doméstico, académico o profesional según la categoría.",23879.9,43,1,23/02/2024 15:30,26/12/2024 05:53
1146,HOG-TAU-01146-Z447,Taurus Aspiradora Smart Z447 Cyclone,"Aspiradora Taurus, modelo Z447, versión Cyclone, acabado plata; característica principal: multisuperficie. Producto para uso doméstico, académico o profesional según la categoría.",2600,0,1,17/10/2024 14:04,14/01/2026 09:14
1147,ALM-SAN-01147-P114,SanDisk Memoria USB Ultra P114 128 GB,"Memoria USB SanDisk, modelo P114, versión 128 GB, acabado blanco; característica principal: USB 3.2. Producto para uso doméstico, académico o profesional según la categoría.",1850,84,1,31/05/2022 15:28,10/08/2022 19:05
1148,MOV-MOT-01148-J785,Motorola Smartwatch Max J785 Active,"Smartwatch Motorola, modelo J785, versión Active, acabado gris; característica principal: monitor de actividad. Producto para uso doméstico, académico o profesional según la categoría.",16689.9,63,1,23/04/2022 08:48,20/07/2024 15:16
1149,AUD-ANK-01149-R549,Anker Audífonos inalámbricos Essential R549 Max,"Audífonos inalámbricos Anker, modelo R549, versión Max, acabado azul; característica principal: Bluetooth 5.3. Producto para uso doméstico, académico o profesional según la categoría.",1910,53,1,06/04/2025 15:16,29/08/2026 15:25
1150,RED-D-L-01150-B944,D-Link Router Wi-Fi Advance B944 AX3000,"Router Wi-Fi D-Link, modelo B944, versión AX3000, acabado negro; característica principal: Gigabit. Producto para uso doméstico, académico o profesional según la categoría.",829.9,5,1,25/09/2024 22:37,07/11/2025 13:41
1151,ALM-SAN-01151-W715,SanDisk Tarjeta microSD Pro W715 64 GB,"Tarjeta microSD SanDisk, modelo W715, versión 64 GB, acabado blanco; característica principal: V30. Producto para uso doméstico, académico o profesional según la categoría.",1700,27,1,17/06/2025 18:54,12/09/2026 20:33
1152,ELE-HP-01152-Q638,HP Smart TV Select Q638 55,"Smart TV HP, modelo Q638, versión 55, acabado plata; característica principal: QLED. Producto para uso doméstico, académico o profesional según la categoría.",11810,54,1,07/02/2025 23:36,24/01/2026 00:19
1153,RED-LIN-01153-E847,Linksys Switch de red Advance E847 5 puertos,"Switch de red Linksys, modelo E847, versión 5 puertos, acabado blanco; característica principal: Gigabit. Producto para uso doméstico, académico o profesional según la categoría.",2360,77,1,18/12/2024 06:57,11/09/2026 10:40
1154,ACC-UGR-01154-N392,UGREEN Cable USB-C Select N392 2 m,"Cable USB-C UGREEN, modelo N392, versión 2 m, acabado azul; característica principal: carga rápida. Producto para uso doméstico, académico o profesional según la categoría.",2329.9,49,1,24/10/2024 15:22,22/08/2026 11:50
1155,RED-NET-01155-J961,Netgear Router Wi-Fi Pro J961 AX1800,"Router Wi-Fi Netgear, modelo J961, versión AX1800, acabado blanco; característica principal: Gigabit. Producto para uso doméstico, académico o profesional según la categoría.",7289.9,51,1,07/01/2026 22:49,07/04/2026 16:21
1156,RED-MER-01156-Q221,Mercusys Punto de acceso Max Q221 AC,"Punto de acceso Mercusys, modelo Q221, versión AC, acabado azul; característica principal: doble banda. Producto para uso doméstico, académico o profesional según la categoría.",9200,86,1,23/09/2021 05:58,02/10/2025 14:25
1157,ENE-KOB-01157-V442,Koblenz Regulador de voltaje Ultra V442 1000 VA,"Regulador de voltaje Koblenz, modelo V442, versión 1000 VA, acabado plata; característica principal: 8 contactos. Producto para uso doméstico, académico o profesional según la categoría.",4210,6,1,25/04/2025 22:43,27/07/2025 08:38
1158,OFI-KIN-01158-U953,Kingston Trituradora de papel Prime U953 10 hojas,"Trituradora de papel Kingston, modelo U953, versión 10 hojas, acabado azul; característica principal: corte cruzado. Producto para uso doméstico, académico o profesional según la categoría.",3959.9,0,1,18/08/2022 10:59,12/12/2023 11:58
1159,OFI-KIN-01159-Q390,Kingston Mouse Pro Q390 M90,"Mouse Kingston, modelo Q390, versión M90, acabado gris; característica principal: inalámbrico. Producto para uso doméstico, académico o profesional según la categoría.",5020,26,1,03/06/2023 13:05,16/08/2023 23:12
1160,MOV-XIA-01160-L932,Xiaomi Batería portátil Connect L932 10000 mAh,"Batería portátil Xiaomi, modelo L932, versión 10000 mAh, acabado gris; característica principal: indicador digital. Producto para uso doméstico, académico o profesional según la categoría.",16029.9,65,1,26/03/2026 22:24,01/08/2026 12:51
1161,ELE-LEN-01161-K771,Lenovo Laptop Ultra K771 16,"Laptop Lenovo, modelo K771, versión 16, acabado plata; característica principal: Intel Core i7. Producto para uso doméstico, académico o profesional según la categoría.",22429.9,48,1,03/01/2022 16:44,19/11/2025 21:35
1162,GAM-STE-01162-F535,SteelSeries Headset gaming Max F535 Pro,"Headset gaming SteelSeries, modelo F535, versión Pro, acabado plata; característica principal: RGB. Producto para uso doméstico, académico o profesional según la categoría.",3820,51,1,29/11/2023 00:52,26/01/2026 21:49
1163,ELE-XIA-01163-Z411,Xiaomi Tablet Ultra Z411 11,"Tablet Xiaomi, modelo Z411, versión 11, acabado azul; característica principal: Wi-Fi + LTE. Producto para uso doméstico, académico o profesional según la categoría.",24979.9,1,1,18/03/2025 10:53,17/06/2026 10:29
1164,ENE-KOB-01164-H985,Koblenz No-break UPS Essential H985 1000 VA,"No-break UPS Koblenz, modelo H985, versión 1000 VA, acabado plata; característica principal: protección contra sobretensión. Producto para uso doméstico, académico o profesional según la categoría.",7819.9,56,1,13/04/2025 02:49,30/05/2026 17:15
1165,GAM-HYP-01165-C463,HyperX Headset gaming Connect C463 Core,"Headset gaming HyperX, modelo C463, versión Core, acabado azul; característica principal: 7.1 virtual. Producto para uso doméstico, académico o profesional según la categoría.",5169.9,45,1,20/06/2024 03:29,14/09/2026 04:50
1166,ACC-UGR-01166-G767,UGREEN Cargador USB-C Select G767 100 W,"Cargador USB-C UGREEN, modelo G767, versión 100 W, acabado gris; característica principal: carga rápida. Producto para uso doméstico, académico o profesional según la categoría.",2640,34,1,01/08/2021 18:50,22/09/2025 05:55
1167,ENE-APC-01167-S151,APC No-break UPS Smart S151 600 VA,"No-break UPS APC, modelo S151, versión 600 VA, acabado negro; característica principal: USB. Producto para uso doméstico, académico o profesional según la categoría.",5600,25,1,16/06/2021 00:05,28/10/2025 03:41
1168,RED-UBI-01168-K255,Ubiquiti Router Wi-Fi Connect K255 AX3000,"Router Wi-Fi Ubiquiti, modelo K255, versión AX3000, acabado blanco; característica principal: doble banda. Producto para uso doméstico, académico o profesional según la categoría.",1310,47,1,09/06/2022 07:51,04/02/2025 13:25
1169,AUD-EDI-01169-C159,Edifier Audífonos inalámbricos Advance C159 Plus,"Audífonos inalámbricos Edifier, modelo C159, versión Plus, acabado negro; característica principal: ANC. Producto para uso doméstico, académico o profesional según la categoría.",2000,38,1,31/08/2022 01:10,26/09/2024 20:34
1170,GAM-MSI-01170-H181,MSI Teclado mecánico Ultra H181 Full Size,"Teclado mecánico MSI, modelo H181, versión Full Size, acabado plata; característica principal: RGB. Producto para uso doméstico, académico o profesional según la categoría.",5110,75,1,08/11/2023 13:23,01/12/2023 11:51
1171,HOG-OST-01171-R426,Oster Cafetera Prime R426 10 tazas,"Cafetera Oster, modelo R426, versión 10 tazas, acabado blanco; característica principal: apagado automático. Producto para uso doméstico, académico o profesional según la categoría.",3380,59,1,01/04/2021 18:09,01/01/2022 14:36
1172,OFI-SAN-01172-H386,SanDisk Trituradora de papel Select H386 10 hojas,"Trituradora de papel SanDisk, modelo H386, versión 10 hojas, acabado negro; característica principal: protección térmica. Producto para uso doméstico, académico o profesional según la categoría.",1679.9,0,1,28/08/2024 02:00,10/11/2024 07:56
1173,HOG-T-F-01173-E503,T-fal Licuadora Ultra E503 1.5 L,"Licuadora T-fal, modelo E503, versión 1.5 L, acabado blanco; característica principal: acero inoxidable. Producto para uso doméstico, académico o profesional según la categoría.",3969.9,64,1,14/04/2023 15:11,28/04/2026 21:49
1174,RED-D-L-01174-T323,D-Link Switch de red Advance T323 8 puertos,"Switch de red D-Link, modelo T323, versión 8 puertos, acabado gris; característica principal: Gigabit. Producto para uso doméstico, académico o profesional según la categoría.",8520,37,1,10/07/2024 20:15,19/09/2026 00:06
1175,OFI-KIN-01175-L943,Kingston Trituradora de papel Pro L943 10 hojas,"Trituradora de papel Kingston, modelo L943, versión 10 hojas, acabado plata; característica principal: protección térmica. Producto para uso doméstico, académico o profesional según la categoría.",3750,50,1,16/11/2022 11:56,01/12/2025 05:18
1176,ALM-CRU-01176-S123,Crucial Tarjeta microSD Connect S123 64 GB,"Tarjeta microSD Crucial, modelo S123, versión 64 GB, acabado azul; característica principal: A2. Producto para uso doméstico, académico o profesional según la categoría.",3960,69,1,22/02/2026 04:40,22/07/2026 01:30
1177,AUD-XIA-01177-G789,Xiaomi Barra de sonido Prime G789 2.1,"Barra de sonido Xiaomi, modelo G789, versión 2.1, acabado azul; característica principal: Bluetooth. Producto para uso doméstico, académico o profesional según la categoría.",399.9,54,1,11/05/2021 20:31,21/07/2023 00:11
1178,RED-MER-01178-N805,Mercusys Punto de acceso Max N805 Pro,"Punto de acceso Mercusys, modelo N805, versión Pro, acabado azul; característica principal: PoE. Producto para uso doméstico, académico o profesional según la categoría.",2889.9,8,1,18/08/2022 13:05,19/11/2025 21:32
1179,HOG-KOB-01179-T807,Koblenz Licuadora Max T807 1.25 L,"Licuadora Koblenz, modelo T807, versión 1.25 L, acabado negro; característica principal: acero inoxidable. Producto para uso doméstico, académico o profesional según la categoría.",7889.9,19,1,06/02/2024 07:13,27/02/2025 00:37
1180,RED-NET-01180-Y700,Netgear Punto de acceso Max Y700 AX,"Punto de acceso Netgear, modelo Y700, versión AX, acabado negro; característica principal: montaje en techo. Producto para uso doméstico, académico o profesional según la categoría.",1700,52,1,31/10/2023 15:00,04/10/2024 13:45
1181,ELE-DEL-01181-N123,Dell Smart TV Prime N123 50,"Smart TV Dell, modelo N123, versión 50, acabado plata; característica principal: QLED. Producto para uso doméstico, académico o profesional según la categoría.",25420,49,1,17/07/2022 08:34,28/05/2024 19:10
1182,ELE-LG-01182-Z995,LG Tablet Connect Z995 10.1,"Tablet LG, modelo Z995, versión 10.1, acabado blanco; característica principal: Wi-Fi + LTE. Producto para uso doméstico, académico o profesional según la categoría.",11520,27,1,09/11/2022 14:49,27/03/2025 09:34
1183,AUD-JBL-01183-H654,JBL Audífonos inalámbricos Connect H654 Max,"Audífonos inalámbricos JBL, modelo H654, versión Max, acabado blanco; característica principal: ANC. Producto para uso doméstico, académico o profesional según la categoría.",5320,15,1,10/12/2021 00:38,19/09/2025 08:38
1184,ALM-CRU-01184-V517,Crucial Tarjeta microSD Prime V517 128 GB,"Tarjeta microSD Crucial, modelo V517, versión 128 GB, acabado azul; característica principal: A2. Producto para uso doméstico, académico o profesional según la categoría.",3700,35,1,07/10/2021 19:24,15/10/2022 18:22
1185,OFI-CAN-01185-Q773,Canon Mouse Connect Q773 Silent,"Mouse Canon, modelo Q773, versión Silent, acabado gris; característica principal: inalámbrico. Producto para uso doméstico, académico o profesional según la categoría.",8170,21,1,20/11/2024 20:14,04/12/2025 22:49
1186,RED-D-L-01186-Q983,D-Link Router Wi-Fi Prime Q983 AX3000,"Router Wi-Fi D-Link, modelo Q983, versión AX3000, acabado gris; característica principal: Wi-Fi 6. Producto para uso doméstico, académico o profesional según la categoría.",5249.9,0,1,11/03/2024 15:17,12/02/2025 14:32
1187,ENE-TRI-01187-V788,Tripp Lite Multicontacto Ultra V788 8 salidas,"Multicontacto Tripp Lite, modelo V788, versión 8 salidas, acabado negro; característica principal: interruptor. Producto para uso doméstico, académico o profesional según la categoría.",5060,44,1,25/07/2025 20:35,04/09/2025 09:40
1188,RED-MER-01188-A769,Mercusys Punto de acceso Essential A769 AC,"Punto de acceso Mercusys, modelo A769, versión AC, acabado blanco; característica principal: montaje en techo. Producto para uso doméstico, académico o profesional según la categoría.",4490,87,1,02/03/2023 11:09,07/01/2026 21:14
1189,ACC-GEN-01189-G773,Genius Webcam Advance G773 2K,"Webcam Genius, modelo G773, versión 2K, acabado blanco; característica principal: USB. Producto para uso doméstico, académico o profesional según la categoría.",1400,75,1,18/06/2024 21:01,23/07/2025 10:21
1190,OFI-EPS-01190-E524,Epson Trituradora de papel Plus E524 12 hojas,"Trituradora de papel Epson, modelo E524, versión 12 hojas, acabado azul; característica principal: corte cruzado. Producto para uso doméstico, académico o profesional según la categoría.",4890,42,1,29/11/2021 21:14,07/02/2022 17:22
1191,RED-TEN-01191-C230,Tenda Punto de acceso Essential C230 AC,"Punto de acceso Tenda, modelo C230, versión AC, acabado gris; característica principal: montaje en techo. Producto para uso doméstico, académico o profesional según la categoría.",9370,47,1,26/11/2024 20:44,30/03/2026 03:11
1192,ELE-LG-01192-N196,LG Tablet Connect N196 8,"Tablet LG, modelo N196, versión 8, acabado plata; característica principal: Wi-Fi. Producto para uso doméstico, académico o profesional según la categoría.",31909.9,1,0,04/10/2024 00:53,01/09/2025 07:41
1193,ALM-CRU-01193-Q308,Crucial Disco duro externo Ultra Q308 1 TB,"Disco duro externo Crucial, modelo Q308, versión 1 TB, acabado azul; característica principal: portátil. Producto para uso doméstico, académico o profesional según la categoría.",6070,0,1,29/08/2022 19:32,13/09/2022 18:55
1194,ALM-SAM-01194-P814,Samsung Unidad SSD Ultra P814 2 TB,"Unidad SSD Samsung, modelo P814, versión 2 TB, acabado plata; característica principal: NVMe PCIe 3.0. Producto para uso doméstico, académico o profesional según la categoría.",5420,53,1,18/02/2025 00:40,03/02/2026 18:14
1195,ENE-DUR-01195-H842,Duracell Multicontacto Essential H842 10 salidas,"Multicontacto Duracell, modelo H842, versión 10 salidas, acabado azul; característica principal: supresor de picos. Producto para uso doméstico, académico o profesional según la categoría.",310,46,1,14/07/2022 16:25,23/01/2026 05:07
1196,GAM-RAZ-01196-W383,Razer Teclado mecánico Smart W383 75%,"Teclado mecánico Razer, modelo W383, versión 75%, acabado negro; característica principal: RGB. Producto para uso doméstico, académico o profesional según la categoría.",4980,43,1,18/04/2026 08:40,28/05/2026 05:13
1197,GAM-STE-01197-X576,SteelSeries Control inalámbrico Smart X576 Pro,"Control inalámbrico SteelSeries, modelo X576, versión Pro, acabado plata; característica principal: USB-C. Producto para uso doméstico, académico o profesional según la categoría.",4000,38,1,05/05/2022 01:15,25/08/2023 04:36
1198,MOV-XIA-01198-L414,Xiaomi Smartwatch Select L414 Pro,"Smartwatch Xiaomi, modelo L414, versión Pro, acabado blanco; característica principal: Bluetooth. Producto para uso doméstico, académico o profesional según la categoría.",12060,13,1,25/03/2021 11:34,27/12/2025 16:11
1199,OFI-EPS-01199-H744,Epson Teclado Advance H744 K120,"Teclado Epson, modelo H744, versión K120, acabado azul; característica principal: inalámbrico. Producto para uso doméstico, académico o profesional según la categoría.",6060,22,1,14/04/2026 21:27,01/05/2026 11:14
1200,RED-LIN-01200-F713,Linksys Switch de red Essential F713 16 puertos,"Switch de red Linksys, modelo F713, versión 16 puertos, acabado blanco; característica principal: Gigabit. Producto para uso doméstico, académico o profesional según la categoría.",3540,0,1,06/06/2022 19:59,26/04/2024 22:08
1201,AUD-EDI-01201-Q227,Edifier Bocina portátil Smart Q227 Go,"Bocina portátil Edifier, modelo Q227, versión Go, acabado gris; característica principal: Bluetooth. Producto para uso doméstico, académico o profesional según la categoría.",3270,33,1,29/08/2022 07:18,05/07/2024 19:58
1202,OFI-LOG-01202-D110,Logitech Teclado Advance D110 Compact,"Teclado Logitech, modelo D110, versión Compact, acabado azul; característica principal: inalámbrico. Producto para uso doméstico, académico o profesional según la categoría.",8209.9,0,0,02/10/2025 00:01,17/02/2026 23:02
1203,ELE-LG-01203-L908,LG Tablet Plus L908 11,"Tablet LG, modelo L908, versión 11, acabado plata; característica principal: Wi-Fi + LTE. Producto para uso doméstico, académico o profesional según la categoría.",31290,50,1,30/10/2023 02:44,31/08/2025 03:37
1204,HOG-KOB-01204-U830,Koblenz Licuadora Plus U830 2 L,"Licuadora Koblenz, modelo U830, versión 2 L, acabado blanco; característica principal: vidrio. Producto para uso doméstico, académico o profesional según la categoría.",4500,28,1,19/02/2025 15:51,31/05/2026 22:36
1205,AUD-JBL-01205-J479,JBL Barra de sonido Prime J479 3.1,"Barra de sonido JBL, modelo J479, versión 3.1, acabado negro; característica principal: HDMI ARC. Producto para uso doméstico, académico o profesional según la categoría.",10820,3,0,20/04/2022 14:56,02/05/2023 06:16
1206,ELE-SAM-01206-J650,Samsung Monitor LED Ultra J650 22,"Monitor LED Samsung, modelo J650, versión 22, acabado gris; característica principal: QHD. Producto para uso doméstico, académico o profesional según la categoría.",21560,63,1,03/02/2024 08:51,16/08/2024 22:03
1207,ALM-CRU-01207-K405,Crucial Tarjeta microSD Plus K405 256 GB,"Tarjeta microSD Crucial, modelo K405, versión 256 GB, acabado plata; característica principal: V30. Producto para uso doméstico, académico o profesional según la categoría.",5040,16,1,23/07/2024 03:55,04/06/2025 02:47
1208,ALM-CRU-01208-F865,Crucial Unidad SSD Max F865 2 TB,"Unidad SSD Crucial, modelo F865, versión 2 TB, acabado azul; característica principal: NVMe PCIe 3.0. Producto para uso doméstico, académico o profesional según la categoría.",2570,45,1,25/08/2023 04:00,23/04/2025 10:12
1209,ACC-UGR-01209-T623,UGREEN Cargador USB-C Max T623 30 W,"Cargador USB-C UGREEN, modelo T623, versión 30 W, acabado negro; característica principal: carga rápida. Producto para uso doméstico, académico o profesional según la categoría.",3910,26,1,09/11/2023 18:26,08/02/2025 07:42
1210,ALM-SAM-01210-Q354,Samsung Memoria USB Plus Q354 32 GB,"Memoria USB Samsung, modelo Q354, versión 32 GB, acabado plata; característica principal: USB 3.2. Producto para uso doméstico, académico o profesional según la categoría.",5320,31,1,15/04/2024 03:36,01/01/2025 13:47
1211,ENE-CYB-01211-M278,CyberPower Multicontacto Connect M278 6 salidas,"Multicontacto CyberPower, modelo M278, versión 6 salidas, acabado gris; característica principal: USB. Producto para uso doméstico, académico o profesional según la categoría.",919.9,53,1,10/11/2022 13:37,01/03/2025 00:20
